hex,reg_number,flag,lat,lng,alt,dir,speed,v_speed,flight_number,flight_icao,flight_iata,dep_icao,dep_iata,arr_icao,arr_iata,airline_icao,airline_iata,aircraft_icao,updated,status
424245,VP-BIT,RU,48.39,51.42,10972,355,792,0.0,6356,SDM6356,SU6356,URMM,MRV,ULLI,LED,SDM,SU,A319,1647955710,en-route
424246,VP-BIQ,RU,58.52,34.02,10660,136,877,-0.30000000000000004,6561,SDM6561,SU6561,ULLI,LED,URSS,AER,SDM,SU,A319,1647955710,en-route
424247,VP-BIU,RU,53.42,44.26,10668,106,818,-0.30000000000000004,6357,SDM6357,SU6357,ULLI,LED,URMM,MRV,SDM,SU,A319,1647955710,en-route
424248,VP-BJA,RU,55.93,37.41,2506,20,474,-12.7,1499,AFL1499,SU1499,URMG,GRV,UUEE,SVO,AFL,SU,A320,1647955710,en-route
424253,VP-BIL,RU,49.55,50.55,10668,187,868,0.0,1364,AFL1364,SU1364,UUEE,SVO,URMT,STW,AFL,SU,A320,1647955710,en-route
424254,VP-BZG,RU,58.91,33.05,10668,111,875,0.0,974,KAR974,EO974,UMKK,KGD,,,KAR,EO,E190,1647955710,en-route
424259,VP-BMF,RU,59.58,23.37,11277,72,866,0.30000000000000004,628,SVR628,U6628,UMKK,KGD,UUDD,DME,SVR,U6,A320,1647955710,en-route
424278,VP-BBQ,RU,55.81,61.37,6705,350,594,-11.4,2986,SVR2986,U62986,UAFM,FRU,USSS,SVX,SVR,U6,A320,1647955710,en-route
424280,VP-BWM,RU,65.72,41.31,11582,284,683,0.0,8614,SBI8614,S78614,UNNT,OVB,,,SBI,S7,A20N,1647955710,en-route
424287,VP-BDG,RU,45.79,51.5,11117,8,822,-2.9,480,SYL480,R3480,URMM,MRV,UUWW,VKO,SYL,R3,B738,1647955710,en-route
424315,VP-BGN,RU,54.63,45.84,10668,129,833,0.0,1126,AFL1126,SU1126,UUEE,SVO,URSS,AER,AFL,SU,B738,1647955710,en-route
424320,VP-BWN,RU,53.32,44.85,11277,106,833,0.0,2167,SBI2167,S72167,UUDD,DME,URMM,MRV,SBI,S7,A20N,1647955710,en-route
424332,VP-BCE,RU,56.08,45.12,10668,90,772,0.0,1192,AFL1192,SU1192,UUEE,SVO,UWKD,KZN,AFL,SU,A320,1647955710,en-route
424356,VP-BKP,RU,58.72,32.44,7764,320,607,-7.5,22,AFL22,SU22,UUEE,SVO,ULLI,LED,AFL,SU,A320,1647955710,en-route
424365,VP-BKA,RU,43.92,45.79,10363,271,750,-0.30000000000000004,1124,AFL1124,SU1124,UUEE,SVO,URSS,AER,AFL,SU,B738,1647955710,en-route
424367,VP-BKF,RU,55.96,38.28,3581,283,605,-5.2,1153,AFL1153,SU1153,URSS,AER,UUEE,SVO,AFL,SU,B738,1647955710,en-route
424369,VP-BPU,RU,58.04,34.71,11277,156,863,0.0,517,PBD517,DP517,ULLI,LED,URWW,VOG,PBD,DP,B738,1647955710,en-route
424386,VP-BPV,RU,47.42,50.24,10972,186,842,-0.30000000000000004,199,PBD199,DP199,UUWW,VKO,URML,MCX,PBD,DP,B738,1647955710,en-route
424390,VP-BQJ,RU,43.62,47.33,9753,259,772,0.0,195,PBD195,DP195,UUWW,VKO,URMO,OGZ,PBD,DP,B738,1647955710,en-route
424401,VQ-BQM,RU,56.89,38.29,9037,38,807,8.1,1700,AFL1700,SU1700,UUEE,SVO,UHWW,VVO,AFL,SU,B77W,1647955710,en-route
424407,VQ-BBH,AZ,41.0,48.13,8046,286,851,6.2,1203,AZG1203,7L1203,UBBB,GYD,EDFH,HHN,AZG,7L,B748,1647955710,en-route
424410,VQ-BYE,RU,55.27,81.09,7452,287,596,7.5,5019,SBI5019,S75019,UNNT,OVB,USSS,SVX,SBI,S7,E170,1647955710,en-route
424412,VQ-BYH,RU,55.56,88.17,9144,253,696,0.0,,,,,,,,SBI,S7,E170,1647955710,en-route
424413,VQ-BYL,RU,56.28,66.08,11277,88,825,0.0,5036,SBI5036,S75036,UWKD,KZN,UNNT,OVB,SBI,S7,E170,1647955710,en-route
424416,VQ-BYR,RU,55.24,79.74,11277,98,837,0.0,5032,SBI5032,S75032,UWWW,KUF,UNNT,OVB,SBI,S7,E170,1647955710,en-route
424427,VQ-BCK,RU,52.85,69.06,11879,55,864,0.0,5128,SBI5128,S75128,URMM,MRV,UNNT,OVB,SBI,S7,A20N,1647955710,en-route
424429,VQ-BCF,RU,50.11,63.05,11887,51,874,0.0,5104,SBI5104,S75104,URSS,AER,UNNT,OVB,SBI,S7,A20N,1647955710,en-route
424433,VQ-BHX,RU,58.91,32.27,6248,309,609,-10.1,505,PBD505,DP505,URML,MCX,ULLI,LED,PBD,DP,B738,1647955710,en-route
424444,VQ-BDU,RU,56.7,71.66,10942,92,837,3.9,5004,SBI5004,S75004,ULLI,LED,UNNT,OVB,SBI,S7,A21N,1647955710,en-route
424446,VQ-BRA,RU,55.03,82.8,647,261,187,-3.6,5028,SBI5028,S75028,USCC,CEK,UNNT,OVB,SBI,S7,A20N,1647955710,en-route
424461,VQ-BGU,RU,55.41,37.89,0,143,20,0.0,1136,SBI1136,S71136,UWUU,UFA,UUDD,DME,SBI,S7,A21N,1647955710,en-route
424549,VQ-BOA,RU,55.63,58.18,11269,103,792,0.0,1145,SBI1145,S71145,UUDD,DME,USCC,CEK,SBI,S7,A320,1647955710,en-route
424559,VQ-BRD,RU,53.39,50.24,640,340,238,-3.6,1075,SBI1075,S71075,UUDD,DME,UWWW,KUF,SBI,S7,A320,1647955710,en-route
424591,VQ-BPW,RU,55.63,52.22,670,228,218,-3.6,1680,AFL1680,SU1680,UUEE,SVO,UWKE,NBC,AFL,SU,A320,1647955710,en-route
424596,VQ-BSJ,RU,55.99,37.51,289,254,238,-4.6,19,AFL19,SU19,ULLI,LED,UUEE,SVO,AFL,SU,A320,1647955710,en-route
424599,VQ-BSL,RU,52.37,49.12,10096,111,805,3.6,1174,AFL1174,SU1174,UUEE,SVO,URWA,ASF,AFL,SU,A320,1647955710,en-route
424620,VP-BPR,RU,57.72,62.73,10378,261,774,0.0,1461,AFL1461,SU1461,UNNT,OVB,UUEE,SVO,AFL,SU,A20N,1647955710,en-route
424639,VP-BPM,RU,57.96,52.12,10652,85,787,0.0,1768,AFL1768,SU1768,UUEE,SVO,USPP,PEE,AFL,SU,A20N,1647955710,en-route
424643,VP-BSF,RU,57.4,63.67,6164,95,672,-9.4,1506,AFL1506,SU1506,UUEE,SVO,USTR,TJM,AFL,SU,A20N,1647955710,en-route
424674,VP-BFI,RU,47.7,59.22,10980,309,753,0.0,2910,SVR2910,U62910,UAFO,OSS,UUDD,DME,SVR,U6,A21N,1647955710,en-route
424675,VP-BFJ,RU,52.99,46.37,10058,110,842,-0.30000000000000004,8725,SVR8725,U68725,UUBW,ZIA,UTDD,DYU,SVR,U6,A21N,1647955710,en-route
424787,VP-CBA,KY,35.72,4.04,13106,160,948,0.0,,,,EGSS,STN,,,,,GLEX,1647955710,en-route
424926,VQ-BCX,RU,43.24,68.44,10370,318,718,0.30000000000000004,2468,SVR2468,U62468,UAFO,OSS,UUBW,ZIA,SVR,U6,A321,1647955710,en-route
424956,VQ-BES,RU,63.32,37.28,10363,341,763,0.0,1255,SBI1255,S71255,UUDD,DME,ULMK,KVK,SBI,S7,A320,1647955710,en-route
440002,OE-LPA,AT,54.95,-15.35,10972,288,913,0.0,95,AUA95,OS95,LOWW,VIE,MMUN,CUN,AUA,OS,B772,1647955710,en-route
440019,OE-ICF,UK,41.25,-8.27,3337,80,637,10.7,7623,EJU7623,U27623,LPPR,OPO,LFRN,RNS,EZY,U2,A320,1647955710,en-route
440031,OE-IVC,UK,34.22,30.44,10972,303,770,0.0,4464,EJU4464,U24464,LLBG,TLV,LFLL,LYS,EZY,U2,A320,1647955710,en-route
440036,OE-ICP,UK,34.04,-15.22,10576,224,811,-10.7,7603,EJU7603,U27603,LPPT,LIS,LPMA,FNC,EZY,U2,A320,1647955710,en-route
440037,OE-IJR,UK,48.09,19.24,10668,158,768,0.0,5727,EJU5727,U25727,EDDB,BER,LCLK,LCA,EZY,U2,A320,1647955710,en-route
440039,OE-LBD,AT,43.61,20.14,10050,141,748,0.30000000000000004,861,AUA861,OS861,LOWW,VIE,LLBG,TLV,AUA,OS,A321,1647955710,en-route
440047,OE-ICW,UK,38.71,-11.3,11285,218,790,0.0,7585,EJU7585,U27585,LPPR,OPO,LPMA,FNC,EZY,U2,A320,1647955710,en-route
440050,OE-LBR,AT,48.17,17.19,0,56,0,0.0,,,,LZIB,BTS,,,AUA,OS,A320,1647955710,landed
440065,OE-LQZ,UK,42.98,-2.42,11719,233,761,3.6,42CH,EJU42CH,U27481,LFBD,BOD,LPPR,OPO,EZY,U2,A319,1647955710,en-route
440081,OE-LPD,AT,56.15,-25.12,11278,270,909,0.0,87,AUA87,OS87,LOWW,VIE,KJFK,JFK,AUA,OS,B772,1647955710,en-route
440083,OE-LKQ,UK,46.98,-2.04,4191,242,603,16.6,16TP,EJU16TP,U27592,LFRS,NTE,LPPR,OPO,EZY,U2,A319,1647955710,en-route
440090,OE-IVL,UK,46.8,3.09,11285,163,785,0.0,3689,EJU3689,U23689,LFPG,CDG,LFMN,NCE,EZY,U2,A320,1647955710,en-route
440128,OE-IJZ,UK,42.17,11.88,2423,120,494,-13.7,9057,EJU9057,EC9057,LIMC,MXP,,,EZY,EC,A320,1647955710,en-route
440172,OE-LQX,UK,41.18,14.01,2766,175,603,-20.8,9044,EJU9044,EC9044,EDDB,BER,LIRN,NAP,EZY,EC,A319,1647955710,en-route
440209,OE-IZH,UK,46.67,0.51,8961,26,729,-4.2,485C,EJU485C,U24026,LFBO,TLS,LFPO,ORY,EZY,U2,A320,1647955710,en-route
440219,OE-IZJ,UK,49.14,14.37,11269,100,770,0.0,63YZ,EJU63YZ,U23853,LFPG,CDG,LHBP,BUD,EZY,U2,A320,1647955710,en-route
440248,OE-INH,UK,40.5,-3.5700000000000003,0,180,37,0.0,3905,EJU3905,U23905,LFPG,CDG,LEMD,MAD,EZY,U2,A320,1647955710,en-route
440296,OE-DHG,AT,47.97,13.39,1249,237,305,0.0,,,,,,,,,,C172,1647955710,en-route
440309,OE-IZD,UK,36.45,-8.77,10972,23,851,0.0,89CT,EJU89CT,,GCRR,ACE,,,EZY,U2*,A320,1647955710,en-route
440395,OE-IZO,UK,41.63,24.45,11894,138,835,-0.30000000000000004,9047,EJU9047,EC9047,EDDB,BER,LLBG,TLV,EZY,EC,A320,1647955710,en-route
440418,OE-LYW,DE,37.14,-4.45,3878,257,548,-6.5,12Y,EWG12Y,EW4224,LKPR,PRG,LEMG,AGP,EWG,EW,A319,1647955710,en-route
440432,OE-GGG,AT,41.67,12.36,2598,242,533,17.2,,,,LIRA,CIA,,,JFL,,C56X,1647955710,en-route
440439,OE-CFY,AT,48.17,13.73,533,106,157,0.7000000000000001,,,,,,,,,,H207,1647955710,en-route
440452,OE-ICM,UK,38.23,-5.5600000000000005,10980,51,861,0.0,98FW,EJU98FW,U24486,LPFR,FAO,LFLL,LYS,EZY,U2,A320,1647955710,en-route
440582,OE-LKF,UK,49.86,8.0,11597,283,807,0.30000000000000004,38ZX,EJU38ZX,U23331,LIPZ,VCE,EHAM,AMS,EZY,U2,A319,1647955710,en-route
440589,OE-LQM,UK,42.97,10.31,11269,135,775,0.0,54YZ,EJU54YZ,U21553,LSGG,GVA,LIRN,NAP,EZY,U2,A319,1647955710,en-route
440610,OE-ISD,UK,39.91,0.02,10668,228,748,-0.30000000000000004,93NT,EJU93NT,U22587,LIMC,MXP,GCTS,TFS,EZY,U2,A21N,1647955710,en-route
440612,OE-ISE,UK,34.61,29.96,10355,320,825,0.0,3738,EJU3738,U23738,LLBG,TLV,LFPG,CDG,EZY,U2,A21N,1647955710,en-route
440614,OE-ISC,UK,39.22,24.93,10355,321,835,-0.30000000000000004,2564,EJU2564,U22564,LLBG,TLV,LIMC,MXP,EZY,U2,A21N,1647955710,en-route
440631,OE-LQB,UK,44.71,-0.87,1104,319,503,-5.2,41KH,EJU41KH,U24394,LPFR,FAO,LFBD,BOD,EZY,U2,A319,1647955710,en-route
440713,OE-IJE,UK,38.95,25.21,11582,321,792,0.30000000000000004,2942,EJU2942,U22942,OJAQ,AQJ,LIMC,MXP,EZY,U2,A320,1647955710,en-route
440781,OE-CFL,AT,48.0,12.55,1066,353,129,0.0,,,,,,,,,,C152,1647955710,en-route
448442,OO-ABB,BE,40.45,-31.1,10972,235,838,0.0,5961,ABB5961,KF5961,EBCI,CRL,TFFF,FDF,ABB,KF,A343,1647955710,en-route
448465,OO-ACE,BE,48.43,-62.96,10363,228,927,0.0,521,CHG521,X7521,EBLG,LGG,KJFK,JFK,CHG,X7,B744,1647955710,en-route
448466,OO-ACF,BE,50.07,12.0,10972,270,887,0.0,282,CHG282,X7282,ZHHH,WUH,EBLG,LGG,CHG,X7,B744,1647955710,en-route
449661,OO-ESA,BE,51.1,3.98,1112,57,174,-0.7000000000000001,,,,,,,,,,C404,1647955710,en-route
456001,,BG,42.69,23.41,0,109,1,0.0,2,SOF2,,,,,,SOF,,GRND,1647955710,scheduled
456012,,,42.69,23.41,0,196,1,0.0,1,RVD1,,LBSF,SOF,,,RVD,,,1647955710,scheduled
460861,OH-DEN,FI,49.68,18.23,7315,232,520,0.0,969N,FSF969N,,EPLB,LUZ,,,FSF,,PC12,1647955710,en-route
461847,OH-JFB,LU,45.64,5.88,0,357,29,0.0,,,,LFQB,QYR,LFLB,CMF,JFA,,PC12,1647955710,en-route
471843,HA-JEX,HU,48.69,13.08,11559,287,837,0.0,200,VTB200,,LHBP,BUD,LFPB,LBG,JSH,,C650,1647955710,en-route
478096,LN-WIN,NO,63.46,10.94,0,270,192,-2.6,50V,WIF50V,WF750,ENMS,MJF,ENVA,TRD,WIF,WF,DH8A,1647955710,en-route
478099,LN-WIR,NO,63.49,11.1,441,219,377,-4.9,2BN,WIF2BN,WF712,ENBN,BNN,ENVA,TRD,WIF,WF,DH8A,1647955710,en-route
478362,LN-RDY,NO,66.21,14.08,6096,198,642,-0.30000000000000004,677,WIF677,WF677,ENEV,EVE,ENVA,TRD,WIF,WF,DH8D,1647955710,en-route
478653,LN-UXA,NO,59.48,10.12,541,42,185,0.30000000000000004,,,,,,,,,,P28A,1647955710,en-route
478690,LN-RRH,SE,60.41,9.81,4671,83,616,-4.2,268,SAS268,SK268,ENBR,BGO,ENGM,OSL,SAS,SK,B738,1647955710,en-route
478793,LN-WSA,NO,69.85,19.35,4572,57,409,0.7000000000000001,4J,WIF04J,WF904,ENTC,TOS,ENHF,HFT,WIF,WF,DH8B,1647955710,en-route
484131,PH-BXB,NL,50.11,14.24,0,33,29,0.0,30H,KLM30H,KL1356,LKPR,PRG,EHAM,AMS,KLM,KL,B738,1647955710,en-route
484132,PH-BXC,NL,53.42,-6.26,0,225,40,0.0,24E,KLM24E,KL936,EIDW,DUB,EHAM,AMS,KLM,KL,B738,1647955710,en-route
484160,PH-BXG,NL,48.46,2.47,12496,194,811,0.0,1503,KLM1503,KL1503,EHAM,AMS,LEVC,VLC,KLM,KL,B738,1647955710,en-route
484161,PH-BXH,NL,55.15,9.93,12192,225,813,0.0,20M,KLM20M,KL1110,ESSA,ARN,EHAM,AMS,KLM,KL,B738,1647955710,en-route
484369,PH-BQB,NL,53.95,-0.54,10972,295,875,0.0,641,KLM641,KL641,EHAM,AMS,KJFK,JFK,KLM,KL,B772,1647955710,en-route
484370,PH-BQI,NL,70.26,-53.78,10972,266,818,0.30000000000000004,281,KLM281,KL605,EHAM,AMS,KSFO,SFO,KLM,KL,B772,1647955710,en-route
484371,PH-BQK,NL,47.81,-14.43,10972,233,885,0.0,713,KLM713,KL713,EHAM,AMS,SMJP,PBM,KLM,KL,B772,1647955710,en-route
484410,PH-AOB,NL,44.16,-26.3,11887,242,872,0.0,243,KLM243,KL729,EHAM,AMS,TNCM,SXM,KLM,KL,A332,1647955710,en-route
484415,PH-BQL,NL,33.54,-23.42,10972,202,929,0.0,705,KLM705,KL705,EHAM,AMS,SBGL,GIG,KLM,KL,B772,1647955710,en-route
484442,PH-BXU,NL,52.28,6.03,5981,311,683,-15.3,1602,KLM1602,KL1602,LIRF,FCO,EHAM,AMS,KLM,KL,B738,1647955710,en-route
484445,PH-AOF,NL,29.98,26.14,11887,172,935,0.0,539,KLM539,KL539,EHAM,AMS,HRYR,KGL,KLM,KL,A332,1647955710,en-route
484490,P4-VAS,KZ,41.4,59.34,11910,83,1000,0.0,7408,KZR7408,KC7408,UGKO,KUT,UAII,CIT,KZR,KC,A320,1647955710,en-route
484615,PH-ANO,NL,51.33,3.25,9791,304,785,-10.1,,,,,,,,JNL,,C56X,1647955710,en-route
485000,PH-BVK,NL,45.38,24.67,10058,134,851,0.30000000000000004,871,KLM871,KL871,EHAM,AMS,VIDP,DEL,KLM,KL,B77W,1647955710,en-route
485123,PH-HSM,NL,44.17,-1.32,10972,25,875,0.0,15M,TRA15M,HV5686,GCRR,ACE,EHAM,AMS,TRA,HV,B738,1647955710,en-route
485202,PH-SVZ,NL,51.85,6.04,1089,81,675,0.0,,,,,,,,,,C550,1647955710,en-route
485343,PH-BHI,NL,56.19,-44.81,11277,251,814,0.0,689,KLM689,KL689,EHAM,AMS,MMUN,CUN,KLM,KL,B789,1647955710,en-route
485586,PH-JBR,NL,53.22,7.11,792,300,185,0.0,,,,,,,,,,C208,1647955710,en-route
485778,PH-EXR,NL,47.11,9.1,11209,2,794,6.2,1624,KLM1624,KL1624,LIML,LIN,EHAM,AMS,KLM,KL,E75L,1647955710,en-route
485785,PH-BHN,NL,57.03,-10.1,10660,294,881,-0.30000000000000004,611,KLM611,KL611,EHAM,AMS,KORD,ORD,KLM,KL,B789,1647955710,en-route
485788,PH-BHP,NL,48.24,-14.78,9753,242,926,0.0,743,KLM743,KL743,EHAM,AMS,SPJC,LIM,KLM,KL,B789,1647955710,en-route
485875,PH-EXY,NL,55.02,11.1,9578,236,703,6.5,84D,KLM84D,KL1130,EKCH,CPH,EHAM,AMS,KLM,KL,E190,1647955710,en-route
485876,PH-EXZ,NL,51.79,-8.01,4389,90,550,15.9,1086,KLM1086,KL1086,EICK,ORK,EHAM,AMS,KLM,KL,E75L,1647955710,en-route
486257,PH-NXA,NL,50.78,3.13,10302,36,814,-9.8,36G,KLM36G,KL1712,LPPR,OPO,EHAM,AMS,KLM,KL,E295,1647955710,en-route
486464,PH-KLX,NL,52.95,6.93,1051,96,183,0.0,,,,EHGG,GRQ,,,,,P06T,1647955710,en-route
488090,SP-AER,PL,52.48,16.51,777,107,253,-2.0,,,,EPPO,POZ,,,,,SF50,1647955710,en-route
489321,SP-EQB,PL,52.05,21.07,609,330,303,-5.5,8AU,LOT8AU,LO3802,EPRJ,RZE,EPWA,WAW,LOT,LO,DH8D,1647955710,en-route
489328,SP-EQI,PL,48.91,20.46,6461,291,587,9.1,510,LOT510,LO510,LZKZ,KSC,EPWA,WAW,LOT,LO,DH8D,1647955710,en-route
489874,SP-GDW,PL,52.43,20.6,205,9,142,0.0,,,,,QEB,,,,,AAT3,1647955710,en-route
491142,CS-DJB,PT,40.43,-8.92,3962,207,433,-1.3,1939,TAP1939,TP1939,LPPR,OPO,LPPT,LIS,TAP,TP,AT76,1647955710,en-route
493201,CS-LPA,PT,52.07,13.46,11833,65,798,-5.2,306A,JME306A,,LPCS,CAT,,,JME,,E55P,1647955710,en-route
493281,CS-LTA,PT,39.36,-4.38,12496,213,763,-0.30000000000000004,453M,NJE453M,,EBBR,BRU,GMMI,ESU,NJE,,C68A,1647955710,en-route
493286,CS-LTF,PT,46.24,7.4,739,225,262,-4.2,3VJ,NJE3VJ,,LFPB,LBG,LSGS,SIR,NJE,,C68A,1647955710,en-route
493291,CS-LTQ,PT,16.73,-22.94,0,90,0,0.0,695C,NJE695C,,GVAC,SID,,,NJE,,C68A,1647955710,landed
494104,CS-PHD,PT,53.1,5.79,12192,270,779,0.0,889Y,NJE889Y,,EYVI,VNO,EGCC,MAN,NJE,,E55P,1647955710,en-route
494106,CS-PHF,PT,52.27,13.09,1402,93,388,-5.2,954U,NJE954U,,EGWU,NHT,,,NJE,,E55P,1647955710,en-route
494108,CS-PHH,PT,50.1,8.41,2743,249,509,0.0,187M,NJE187M,,EDDV,HAJ,EDDF,FRA,NJE,,E55P,1647955710,en-route
495210,CS-TPP,PT,38.7,-9.1,1600,37,524,13.7,1336,TAP1336,TP1336,LPPT,LIS,EGKK,LGW,TAP,TP,E190,1647955710,en-route
495212,CS-TPR,PT,44.74,-3.31,11582,39,857,-0.30000000000000004,534,TAP534,TP534,LPPT,LIS,EDDB,BER,TAP,TP,E190,1647955710,en-route
495213,CS-TPS,PT,49.06,2.06,11871,225,801,-0.7000000000000001,673A,TAP673A,TP673,EHAM,AMS,LPPT,LIS,TAP,TP,E190,1647955710,en-route
495214,CS-TPT,PT,41.29,2.08,0,329,9,0.0,1038,TAP1038,TP1038,LPPT,LIS,LEBL,BCN,TAP,TP,E190,1647955710,en-route
495242,CS-TRB,PT,38.09,-26.68,5486,293,409,0.0,7444,SAT7444,SP7444,LPPD,PDL,LPHR,HOR,SAT,SP,DH8B,1647955710,en-route
495244,CS-TRD,PT,39.17,-29.12,6713,281,479,0.0,542,SAT542,SP542,LPLA,TER,LPFL,FLW,SAT,SP,DH8D,1647955710,en-route
495247,CS-TRG,PT,38.92,-27.62,2735,108,568,0.7000000000000001,602,SAT602,SP602,LPGR,GRW,,,SAT,SP,DH8D,1647955710,en-route
495266,CS-TSF,PT,38.79,-9.13,0,334,0,0.0,125,RZO125,S4125,LPPT,LIS,LPPD,PDL,RZO,S4,A21N,1647955710,landed
495269,CS-TSI,PT,40.5,-12.51,10668,256,803,0.0,173,RZO173,S4173,LPPR,OPO,LPPD,PDL,RZO,S4,A21N,1647955710,en-route
495290,CS-TTP,PT,38.76,-9.15,365,202,261,15.3,842A,TAP842A,TP842,LPPT,LIS,LIRF,FCO,TAP,TP,A319,1647955710,en-route
495297,CS-TTW,PT,33.61,-15.72,6697,224,694,-10.4,1689,TAP1689,TP1689,LPPT,LIS,LPMA,FNC,TAP,TP,E195,1647955710,en-route
495298,CS-TTX,PT,44.37,1.81,11277,235,816,0.0,931N,TAP931N,TP931,LSZH,ZRH,LPPT,LIS,TAP,TP,E195,1647955710,en-route
495305,CS-TXE,PT,45.34,-30.43,9144,286,829,0.0,257,TAP257,TP257,LPPT,LIS,CYYZ,YYZ,TAP,TP,A21N,1647955710,en-route
495308,CS-TXH,PT,42.04,-19.15,9745,288,825,0.0,201,TAP201,TP201,LPPT,LIS,KEWR,EWR,TAP,TP,A21N,1647955710,en-route
498498,0566,CZ,50.09,15.46,883,208,218,-4.2,,,,LKPD,PED,,,CEF,,Z42,1647955710,en-route
498499,0567,CZ,49.97,16.25,1371,170,131,-1.0,,,,LKPD,PED,,,CEF,,Z42,1647955710,en-route
500194,T7-ASK,SM,32.17,34.82,1691,94,474,-2.0,822,ELY822,LY822,EBLG,LGG,LLBG,TLV,SMF,LY,A306,1647955710,en-route
500205,T7-ME6,LB,47.87,7.95,10043,105,811,-0.30000000000000004,202,MEA202,ME202,EGLL,LHR,OLBA,BEY,MEA,ME,A21N,1647955710,en-route
500208,T7-AIRX,SE,56.73,13.81,4884,194,450,-6.8,532,UNY532,,ESSD,BLE,,,UNY,,BE20,1647955710,en-route
500213,T7-ME8,LB,38.85,25.15,10683,136,874,0.0,218,MEA218,ME218,EDDF,FRA,OLBA,BEY,MEA,ME,A21N,1647955710,en-route
500217,T7-MASHI,SM,35.68,-7.43,11879,197,800,0.30000000000000004,,,,LSZH,ZRH,GMMN,CMN,,,CL60,1647955710,en-route
500260,T7-FJA,SM,30.12,31.39,0,140,0,0.0,,,,,,,,,,F900,1647955710,landed
500273,T7-SERES,TR,29.26,63.12,12192,276,722,0.0,6795,KZU6795,GO6795,VVNB,HAN,,,KZU,GO,A330,1647955710,en-route
501021,ZA-BBC,AL,42.21,15.22,10363,285,816,0.30000000000000004,2009,ABN2009,ZB2009,LATI,TIA,LIRP,PSA,ABN,ZB,A320,1647955710,en-route
508429,UR-SQG,UA,39.51,30.52,11582,339,825,-0.30000000000000004,3402,SQP3402,PQ3402,LLBG,TLV,LUKK,KIV,SQP,PQ,B738,1647955710,en-route
511111,ES-ACP,EE,59.35,23.79,6758,102,837,-16.9,1744,SZS1744,SK1744,ESSA,ARN,EETN,TLL,EST,SK,CRJ9,1647955710,en-route
511139,ES-ESR,EE,58.41,25.72,731,80,220,-1.6,,,,,,,,,,SLG2,1647955710,en-route
514093,4L-BQJ,GE,17.04,32.73,8557,168,898,-8.1,161,BDR161,J4161,HECA,CAI,HSSS,KRT,MYW,J4,B738,1647955710,en-route
514097,4L-AVN,GE,13.68,2.16,716,181,222,-0.7000000000000001,,,,DRRN,NIM,,,,,MI8,1647955710,en-route
515313,EY-787,TJ,47.51,68.91,10668,186,733,0.0,260,SMR260,SZ260,USRR,SGC,UTDL,LBD,SMR,SZ,B738,1647955710,en-route
600005,EK73792,AM,53.64,41.64,10972,291,805,-0.30000000000000004,936,NGT936,RM936,UDYZ,EVN,UUWW,VKO,NGT,RM,B738,1647955710,en-route
600024,EK73705,AM,43.75,48.96,10363,228,800,0.0,929,NGT929,RM929,UUWW,VKO,UDYZ,EVN,NGT,RM,B738,1647955710,en-route
600850,4K-AZ80,AZ,39.41,45.19,2095,135,457,0.0,255,AHY255,J2255,UBBB,GYD,UBBN,NAJ,AHY,J2,A320,1647955710,en-route
601846,EZ-A011,TM,41.29,59.76,2918,30,553,-7.8,105,TUA105,T5105,UTAA,ASB,UTAT,TAZ,TUA,T5,B752,1647955710,en-route
683263,UP-CJ015,KZ,50.44,78.46,9448,100,1133,0.0,,,,,,,,VSV,DV,CRJ2,1647955710,en-route
683296,UP-B3730,KZ,45.83,75.16,11277,155,859,0.0,714,VSV714,DV714,UACC,NQZ,UAAA,ALA,VSV,DV,B738,1647955710,en-route
683297,UP-B3731,KZ,44.12,73.52,10972,282,620,0.0,731,VSV731,DV731,UAAA,ALA,UATE,SCO,VSV,DV,B738,1647955710,en-route
683321,UP-PC003,NG,51.11,71.6,1028,224,307,-4.9,1940,APK1940,P41940,UASP,PWQ,,,APK,P4,PC12,1647955710,en-route
700007,YA-CAV,AF,39.17,42.46,10363,280,781,0.0,719,AFG719,FG719,,,,,AFG,FG,A310,1647955710,en-route
700024,YA-KMU,AF,26.9,56.79,7970,228,722,-8.1,901,KMF901,RQ901,OAKB,KBL,OMDB,DXB,KMF,RQ,A343,1647955710,en-route
702064,S2-AGR,BD,24.2,89.94,4876,329,507,-0.30000000000000004,,,,,,,,BBC,BG,DH8D,1647955710,en-route
702076,S2-AJB,BD,19.6,85.81,11277,46,855,0.0,338,UBG338,BS338,VRMM,MLE,VGHS,DAC,UBG,BS,B738,1647955710,en-route
702097,S2-AKG,BD,23.32,89.4,2133,61,433,0.0,132,UBG132,BS132,VGJR,JSR,VGHS,DAC,UBG,BS,AT76,1647955710,en-route
702098,S2-AKH,BD,23.29,89.11,754,157,294,-4.6,133,UBG133,BS133,VGHS,DAC,VGJR,JSR,UBG,BS,AT76,1647955710,en-route
704010,XY-ALN,MM,23.51,113.53,10995,213,831,0.30000000000000004,802,MMA802,8M802,RKSI,ICN,VYYY,RGN,MMA,8M,A319,1647955710,en-route
704012,XY-ALP,MM,12.49,99.06,12192,332,809,-0.30000000000000004,5002,MMA5002,8M5002,WMKK,KUL,VYYY,RGN,MMA,8M,E190,1647955710,en-route
704458,XY-AGV,MM,13.98,100.33,6507,312,748,8.5,332,MMA332,8M332,VTBS,BKK,VYYY,RGN,MMA,8M,A319,1647955710,en-route
